Account,Date,total_trades,avg_trade_size,total_PnL,avg_PnL,win_trades,loss_trades,win_rate
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,47,1225.1170212765958,2099.019688,44.65999336170213,47,0,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,65,2676.518153846154,656.540742,10.1006268,57,0,0.8769230769230769
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,53,3326.2756603773582,-1065.797583,-20.109388358490566,51,1,0.9622641509433962
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,53,2184.328113207547,1591.753271,30.03308058490566,52,0,0.9811320754716981
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,27,4259.311481481482,-2315.377191,-85.75471077777777,0,10,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,42,1460.115,0.0,0.0,0,0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,97,580.479381443299,-5018.466447,-51.73676749484536,0,97,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,155,730.8744516129032,716.143949,4.620283541935484,83,0,0.535483870967742
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,1,54768.6,0.0,0.0,0,0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,1,16.37,0.0,0.0,0,0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,88,780.4484090909092,-95.985744,-1.0907470909090908,1,87,0.011363636363636364
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,125,730.92608,-133.41237,-1.06729896,20,47,0.16
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,689,766.7829027576198,951.934443,1.3816174789550073,301,0,0.43686502177068215
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,411,552.0850851581508,371.503,0.9039002433090024,297,0,0.7226277372262774
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,603,963.6022222222223,-1892.58947,-3.138622669983416,249,86,0.4129353233830846
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,97,887.6931958762888,3434.689308,35.40916812371134,97,0,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,568,2593.2515492957746,2654.14315,4.672787235915493,336,4,0.5915492957746479
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,680,1679.7829852941175,1867.252909,2.7459601602941177,333,68,0.48970588235294116
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,330,3782.839757575757,1969.39321,5.967858212121212,40,57,0.12121212121212122
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,338,284.5678402366864,-4648.8710550000005,-13.754056375739646,0,338,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,67,1435.3307462686569,0.0,0.0,0,0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,83,1221.0467469879518,5179.772745,62.40690054216868,83,0,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,250,815.50576,1243.853569,4.975414276,81,0,0.324
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,5,6070.2,-1.0,-0.2,0,2,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1,1584.35,1584.342755,1584.342755,1,0,1.0
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,4,39530.9875,208.81746,52.204365,3,0,0.75
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,797,6131.710464240904,16706.884912,20.96221444416562,300,6,0.37641154328732745
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,339,21898.95651917404,13264.043303999999,39.12697139823008,189,42,0.5575221238938053
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,313,8678.024504792333,5942.547242,18.985773936102234,40,0,0.12779552715654952
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,863,3079.8473348783314,8277.307357,9.591317910776361,424,0,0.49130938586326767
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,353,1965.9329745042492,2638.012587,7.47312347592068,61,0,0.17280453257790368
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,594,8110.89095959596,-19037.340561,-32.04939488383839,0,233,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,469,20030.785479744136,-108176.9187,-230.6544108742004,66,170,0.14072494669509594
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,70,15603.565285714287,8157.112326,116.53017608571429,66,4,0.9428571428571428
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,1,0.17,0.0,0.0,0,0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,93,373.7049462365591,159.100072,1.7107534623655916,16,10,0.17204301075268819
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,95,353.5228421052631,161.289904,1.6977884631578948,34,10,0.35789473684210527
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,162,666.941975308642,147.410285,0.9099400308641975,67,26,0.41358024691358025
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,213,895.9638028169014,233.36546,1.0956124882629108,104,15,0.48826291079812206
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,407,2149.553218673219,-316.245208,-0.7770152530712531,141,77,0.3464373464373464
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,446,729.007130044843,780.001314,1.748881869955157,156,79,0.34977578475336324
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,433,422.0099076212471,141.21958999999998,0.32614224018475746,135,94,0.3117782909930716
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,156,333.45923076923077,673.6312,4.318148717948718,63,14,0.40384615384615385
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,69,200.7391304347826,108.321127,1.5698714057971015,29,6,0.42028985507246375
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,225,324.3673333333333,464.281002,2.06347112,95,44,0.4222222222222222
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,217,1012.5778341013826,-508.290641,-2.342353184331797,76,40,0.35023041474654376
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,169,1110.83224852071,193.66415899999998,1.1459417692307692,74,19,0.4378698224852071
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,207,946.0768115942029,165.532644,0.7996746086956522,78,37,0.37681159420289856
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,206,388.948786407767,9551.73423,46.36764189320388,92,16,0.44660194174757284
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,154,315.52253246753247,5590.528248,36.30213148051948,71,16,0.461038961038961
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,193,247.12725388601035,4458.25495,23.099766580310877,97,11,0.5025906735751295
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,139,141.37920863309353,1283.846047,9.236302496402878,73,2,0.5251798561151079
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,78,92.37217948717948,1190.358719,15.261009217948718,37,0,0.47435897435897434
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,112,165.78285714285715,9066.169646,80.94794326785714,60,1,0.5357142857142857
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,98,259.2459183673469,14685.787664,149.8549761632653,48,0,0.4897959183673469
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,69,129.80536231884057,389.176232,5.640235246376812,16,0,0.2318840579710145
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,86,159.67825581395348,4008.012049,46.60479126744186,36,0,0.4186046511627907
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,102,77.67176470588235,554.009942,5.431470019607843,43,0,0.4215686274509804
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,213,88.1318309859155,768.430838,3.6076565164319248,126,3,0.5915492957746479
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,157,119.62222929936306,980.557461,6.245588923566879,106,4,0.6751592356687898
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,93,124.41204301075268,1582.001112,17.010764645161288,32,8,0.34408602150537637
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,147,150.14530612244897,5806.86932,39.50251238095238,82,5,0.5578231292517006
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,155,88.59193548387097,1522.284412,9.82118975483871,71,11,0.45806451612903226
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,154,187.5361038961039,13281.73126,86.24500818181818,119,3,0.7727272727272727
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,137,125.00722627737227,5389.96219,39.3427897080292,68,3,0.49635036496350365
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,230,131.2383043478261,13190.248859,57.348908082608695,154,2,0.6695652173913044
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,181,112.67668508287292,4454.939378,24.612924740331493,78,1,0.430939226519337
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,191,124.92068062827224,3624.489655,18.97638562827225,80,5,0.418848167539267
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,204,197.00485294117647,1525.329937,7.477107534313725,80,14,0.39215686274509803
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,194,289.6046907216495,7812.716373,40.2717338814433,111,10,0.5721649484536082
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,107,215.33785046728974,7465.899936,69.77476575700935,54,1,0.5046728971962616
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,79,174.83481012658228,1174.025529,14.86108264556962,41,1,0.5189873417721519
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,95,212.30473684210526,122.889996,1.2935789052631579,29,1,0.30526315789473685
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,48,282.42354166666667,1555.956456,32.4157595,15,1,0.3125
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,66,284.1157575757576,1530.919365,23.195747954545453,30,6,0.45454545454545453
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,84,223.8904761904762,101.860928,1.2126300952380953,28,3,0.3333333333333333
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,73,221.81794520547948,388.366016,5.320082410958904,26,0,0.3561643835616438
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,63,166.3415873015873,506.512551,8.039881761904761,23,7,0.36507936507936506
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,34,140.99176470588236,115.51218300000001,3.3974171470588237,17,0,0.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,125,455.63544,255.808312,2.046466496,42,1,0.336
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,107,1121.107570093458,496.221792,4.637586841121495,32,1,0.29906542056074764
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,59,263.3476271186441,109.82694000000001,1.861473559322034,21,0,0.3559322033898305
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,101,217.69336633663366,416.546688,4.124224633663366,46,1,0.45544554455445546
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,69,217.15115942028987,250.581483,3.6316156956521737,36,3,0.5217391304347826
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,81,156.68296296296296,232.66549799999999,2.872413555555555,40,8,0.49382716049382713
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,82,101.1840243902439,87.752181,1.0701485487804878,44,3,0.5365853658536586
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,80,82.075375,114.68421000000001,1.4335526250000001,21,0,0.2625
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,103,103.70087378640777,267.846227,2.6004488058252426,72,4,0.6990291262135923
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,149,489.99302013422823,651.469355,4.37227755033557,85,8,0.5704697986577181
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,103,728.4078640776698,571.688942,5.550378077669903,49,0,0.47572815533980584
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,84,522.1204761904762,401.706348,4.782218428571428,37,3,0.44047619047619047
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,37,484.2756756756757,157.228232,4.249411675675676,16,2,0.43243243243243246
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,63,446.3861904761905,274.773033,4.361476714285714,39,1,0.6190476190476191
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,61,561.3780327868852,53.846609,0.8827312950819672,19,0,0.3114754098360656
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,42,995.6730952380951,894.564828,21.29916257142857,34,1,0.8095238095238095
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,19,240.01052631578946,55.137803,2.9019896315789473,8,0,0.42105263157894735
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,87,136.35540229885058,238.995461,2.747074264367816,28,0,0.3218390804597701
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,70,118.53914285714285,168.92152,2.413164571428571,35,1,0.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,259,195.20691119691122,594.135892,2.293960972972973,105,2,0.40540540540540543
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,184,155.71684782608696,102.504343,0.5570888206521739,79,11,0.42934782608695654
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,169,169.7668047337278,608.885905,3.6028751775147927,69,3,0.40828402366863903
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,94,262.3486170212766,428.3738,4.557168085106383,46,7,0.48936170212765956
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,112,120.82616071428572,589.467131,5.263099383928571,51,3,0.45535714285714285
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,122,128.88065573770493,229.609892,1.8820482950819672,57,4,0.4672131147540984
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,120,145.0465,347.22838,2.8935698333333333,60,2,0.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,118,241.47220338983053,124.70498799999999,1.0568219322033896,47,4,0.3983050847457627
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,106,334.20924528301884,273.211119,2.577463386792453,48,2,0.4528301886792453
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,268,1223.7995522388057,838.930696,3.1303384179104476,114,7,0.4253731343283582
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,151,624.2161589403973,1019.55769,6.752037682119205,75,7,0.4966887417218543
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,42,340.8880952380952,152.618804,3.6337810476190477,21,0,0.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,86,394.06465116279065,1234.2072,14.351246511627908,55,7,0.6395348837209303
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,49,374.2630612244898,755.916254,15.426862326530612,38,2,0.7755102040816326
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,51,1057.5154901960784,3.536668000000001,0.06934643137254903,21,8,0.4117647058823529
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,91,1328.6620879120878,-1416.906536,-15.570401494505495,5,11,0.054945054945054944
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,75,1251.5914666666667,439.634046,5.861787280000001,45,1,0.6
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,48,1139.6597916666667,1291.500575,26.90626197916667,17,0,0.3541666666666667
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,83,912.4063855421687,696.8107239999999,8.395309927710843,37,1,0.4457831325301205
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,45,1453.7044444444446,358.877096,7.9750465777777775,17,0,0.37777777777777777
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,54,596.832037037037,932.4458159999999,17.26751511111111,36,0,0.6666666666666666
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,32,630.2528125,0.0,0.0,0,0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,17,685.0323529411764,31.14195,1.831879411764706,11,0,0.6470588235294118
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,43,1075.9925581395348,436.833818,10.158926000000001,29,0,0.6744186046511628
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,41,984.2039024390244,593.326371,14.471374902439024,19,0,0.4634146341463415
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,59,717.646779661017,198.780392,3.3691591864406782,27,4,0.4576271186440678
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,42,647.7471428571429,287.27875,6.839970238095238,21,0,0.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,47,536.6263829787234,404.813032,8.613043234042554,37,1,0.7872340425531915
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,9,257.83222222222224,64.653448,7.183716444444444,8,0,0.8888888888888888
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,11,503.33272727272725,59.664989,5.424089909090909,4,0,0.36363636363636365
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,28,466.69214285714287,115.824682,4.136595785714285,18,0,0.6428571428571429
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,36,404.88444444444445,45.659497,1.2683193611111112,7,0,0.19444444444444445
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,22,508.5995454545455,20.62415,0.9374613636363637,7,0,0.3181818181818182
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,53,429.3352830188679,278.142839,5.247978094339622,26,0,0.49056603773584906
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,93,320.8220430107527,591.659533,6.361930462365591,61,0,0.6559139784946236
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,58,523.8093103448275,408.03639799999996,7.035110310344827,17,1,0.29310344827586204
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,24,550.5720833333334,39.91436,1.6630983333333333,9,0,0.375
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,61,282.4104918032787,180.244855,2.95483368852459,27,0,0.4426229508196721
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,49,883.3975510204082,168.27053,3.434092448979592,13,0,0.2653061224489796
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,34,242.27088235294116,64.59776,1.8999341176470586,13,2,0.38235294117647056
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,30,765.107,71.919819,2.3973273,13,1,0.43333333333333335
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,81,1611.6066666666666,-3425.450348,-42.2895104691358,26,3,0.32098765432098764
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,37,840.2127027027027,557.9358,15.079345945945946,14,0,0.3783783783783784
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,73,1432.3072602739728,8330.21747,114.11256808219177,56,0,0.7671232876712328
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,58,536.928448275862,494.669357,8.52878201724138,21,0,0.3620689655172414
